n,insertion_cmp,insertion_swaps,insertion_time,selection_cmp,selection_swaps,selection_time,merge_cmp,merge_swaps,merge_time,quick_cmp,quick_swaps,quick_time 
58, 949, 896, 862, 1653, 54, 494, 266, 0, 177, 521, 125, 299
59, 1007, 953, 922, 1711, 57, 514, 275, 0, 182, 514, 121, 293
60, 1018, 963, 1078, 1770, 57, 618, 283, 0, 226, 535, 122, 333
61, 1067, 1011, 973, 1830, 55, 584, 288, 0, 190, 580, 129, 330
62, 1098, 1041, 1000, 1891, 55, 639, 291, 0, 196, 598, 134, 342
63, 1105, 1047, 1135, 1953, 57, 583, 297, 0, 199, 611, 136, 344
64, 1129, 1070, 1024, 2016, 58, 605, 308, 0, 202, 624, 136, 349
65, 1139, 1079, 1111, 2080, 61, 614, 313, 0, 206, 625, 138, 349
66, 1190, 1129, 1080, 2145, 63, 680, 319, 0, 339, 677, 143, 539
67, 1252, 1190, 1176, 2211, 64, 756, 326, 0, 217, 673, 146, 413
68, 1318, 1255, 1309, 2278, 61, 753, 334, 0, 217, 674, 154, 421
69, 1382, 1318, 1441, 2346, 60, 686, 342, 0, 230, 662, 145, 380
70, 1448, 1383, 1360, 2415, 65, 719, 342, 0, 230, 675, 152, 385
71, 1502, 1436, 1461, 2485, 68, 750, 348, 0, 236, 695, 152, 401
72, 1503, 1436, 1413, 2556, 68, 779, 362, 0, 234, 746, 164, 490
73, 1571, 1503, 1430, 2628, 67, 763, 370, 0, 238, 732, 164, 405
74, 1616, 1547, 1524, 2701, 71, 787, 374, 0, 241, 723, 169, 409
75, 1682, 1612, 1533, 2775, 70, 805, 381, 0, 275, 745, 165, 413
76, 1706, 1635, 1704, 2850, 73, 825, 384, 0, 248, 802, 174, 442
77, 1710, 1638, 1776, 2926, 74, 851, 386, 0, 262, 855, 169, 475
78, 1746, 1673, 1609, 3003, 73, 873, 388, 0, 252, 794, 175, 439
79, 1814, 1740, 1899, 3081, 74, 887, 403, 0, 359, 816, 180, 470
80, 1819, 1744, 1741, 3160, 74, 959, 401, 0, 362, 846, 179, 468
81, 1859, 1783, 1706, 3240, 79, 1059, 407, 0, 271, 834, 189, 464
82, 1882, 1805, 1754, 3321, 79, 1140, 416, 0, 271, 912, 186, 493
83, 1933, 1855, 1777, 3403, 79, 985, 426, 0, 369, 849, 192, 470
84, 1938, 1859, 1799, 3486, 79, 1008, 432, 0, 276, 893, 200, 650
85, 1983, 1903, 1897, 3570, 79, 1171, 441, 0, 336, 890, 197, 492
86, 2010, 1929, 1844, 3655, 81, 1056, 445, 0, 285, 901, 203, 495
87, 2055, 1973, 1936, 3741, 83, 1275, 451, 0, 317, 943, 198, 582
88, 2094, 2011, 2036, 3828, 85, 1100, 452, 0, 291, 979, 204, 530
89, 2130, 2046, 2119, 3916, 84, 1138, 459, 0, 295, 985, 200, 531
90, 2185, 2100, 1999, 4005, 87, 1152, 457, 0, 295, 939, 214, 522
91, 2198, 2112, 2276, 4095, 85, 1317, 470, 0, 391, 971, 207, 538
92, 2212, 2125, 2168, 4186, 88, 1207, 490, 0, 309, 988, 210, 575
93, 2255, 2167, 2062, 4278, 88, 1266, 496, 0, 313, 1004, 217, 554
94, 2295, 2206, 2223, 4371, 89, 1322, 507, 0, 612, 1010, 219, 751
95, 2303, 2213, 2145, 4465, 92, 1321, 507, 0, 331, 1070, 222, 598
96, 2379, 2288, 2243, 4560, 93, 1346, 514, 0, 333, 1008, 220, 593
97, 2421, 2329, 2370, 4656, 92, 1349, 520, 0, 466, 1011, 215, 647
98, 2517, 2424, 2323, 4753, 90, 1365, 533, 0, 337, 1033, 221, 679
99, 2602, 2508, 2400, 4851, 94, 1795, 533, 0, 1208, 1078, 229, 996
100, 2664, 2569, 2682, 4950, 97, 1816, 549, 0, 444, 1037, 235, 578
